act_id,act_base,congress,stat_volume,date_text,year,act_section,stat_page,us_title,us_section,status,source_file
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,"701(a), (b)",1795,38,3311,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,701(c),1796,38,3321,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,701(d),1796,38,3311 nt,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,702(a),1796,38,3679,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,702(b),1797,38,3679 nt,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,703,1797,38,5503,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,704,1797,38,3729,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,705,1798,38,703 nt,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,706,1798,38,5317,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,707(a)(1),1798,38,713,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,707(a)(2),1800,38,prec. 701,,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,707(b),1800,38,713 nt,Elim.,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,707(c),1800,38,713 nt,Elim.,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,707(d),1801,38,713 nt,Elim.,113_146_20250926_173758.html
113–146,113_146,113th Cong.,128 Stat.,"Aug. 7, 2014",2014,801-803,1801-1803,38,1701 nt,,113_146_20250926_173758.html
,113_150,,,,2014,,,,,local act file not found,
,113_152,,,,2014,,,,,local act file not found,
,113_154,,,,2014,,,,,local act file not found,
,113_156,,,,2014,,,,,local act file not found,
,113_157,,,,2014,,,,,local act file not found,
,113_158,,,,2014,,,,,local act file not found,
,113_159,,,,2014,,,,,local act file not found,
,113_160,,,,2014,,,,,local act file not found,
,113_161,,,,2014,,,,,local act file not found,
,113_162,,,,2014,,,,,local act file not found,
,113_163,,,,2014,,,,,local act file not found,
,113_164,,,,2014,,,,,local act file not found,
,113_165,,,,2014,,,,,local act file not found,
,113_166,,,,2014,,,,,local act file not found,
,113_167,,,,2014,,,,,local act file not found,
,113_168,,,,2014,,,,,local act file not found,
,113_170,,,,2014,,,,,local act file not found,
,113_171,,,,2014,,,,,local act file not found,
,113_172,,,,2014,,,,,local act file not found,
,113_173,,,,2014,,,,,local act file not found,
,113_174,,,,2014,,,,,local act file not found,
,113_175,,,,2014,,,,,local act file not found,
,113_176,,,,2014,,,,,local act file not found,
,113_178,,,,2014,,,,,local act file not found,
,113_180,,,,2014,,,,,local act file not found,
,113_181,,,,2014,,,,,local act file not found,
,113_182,,,,2014,,,,,local act file not found,
,113_183,,,,2014,,,,,local act file not found,
,113_185,,,,2014,,,,,local act file not found,
,113_186,,,,2014,,,,,local act file not found,
,113_187,,,,2014,,,,,local act file not found,
,113_188,,,,2014,,,,,local act file not found,
,113_195,,,,2014,,,,,local act file not found,
,113_196,,,,2014,,,,,local act file not found,
,113_197,,,,2014,,,,,local act file not found,
,113_199,,,,2014,,,,,local act file not found,
,113_200,,,,2014,,,,,local act file not found,
,113_210,,,,2014,,,,,local act file not found,
,113_212,,,,2014,,,,,local act file not found,
,113_221,,,,2014,,,,,local act file not found,
,113_227,,,,2014,,,,,local act file not found,
,113_233,,,,2014,,,,,local act file not found,
,113_235,,,,2014,,,,,local act file not found,
,113_236,,,,2014,,,,,local act file not found,
,113_237,,,,2014,,,,,local act file not found,
,113_238,,,,2014,,,,,local act file not found,
,113_239,,,,2014,,,,,local act file not found,
,113_240,,,,2014,,,,,local act file not found,
,113_242,,,,2014,,,,,local act file not found,
,113_243,,,,2014,,,,,local act file not found,
,113_244,,,,2014,,,,,local act file not found,
,113_245,,,,2014,,,,,local act file not found,
,113_246,,,,2014,,,,,local act file not found,
,113_250,,,,2014,,,,,local act file not found,
,113_251,,,,2014,,,,,local act file not found,
,113_252,,,,2014,,,,,local act file not found,
,113_253,,,,2014,,,,,local act file not found,
,113_254,,,,2014,,,,,local act file not found,
,113_255,,,,2014,,,,,local act file not found,
,113_257,,,,2014,,,,,local act file not found,
,113_260,,,,2014,,,,,local act file not found,
,113_263,,,,2014,,,,,local act file not found,
,113_264,,,,2014,,,,,local act file not found,
,113_265,,,,2014,,,,,local act file not found,
,113_269,,,,2014,,,,,local act file not found,
,113_270,,,,2014,,,,,local act file not found,
,113_271,,,,2014,,,,,local act file not found,
,113_272,,,,2014,,,,,local act file not found,
,113_273,,,,2014,,,,,local act file not found,
,113_274,,,,2014,,,,,local act file not found,
,113_275,,,,2014,,,,,local act file not found,
,113_276,,,,2014,,,,,local act file not found,
,113_277,,,,2014,,,,,local act file not found,
,113_278,,,,2014,,,,,local act file not found,
,113_279,,,,2014,,,,,local act file not found,
,113_280,,,,2014,,,,,local act file not found,
,113_281,,,,2014,,,,,local act file not found,
,113_282,,,,2014,,,,,local act file not found,
,113_283,,,,2014,,,,,local act file not found,
,113_284,,,,2014,,,,,local act file not found,
,113_286,,,,2014,,,,,local act file not found,
,113_287,,,,2014,,,,,local act file not found,
,113_288,,,,2014,,,,,local act file not found,
,113_289,,,,2014,,,,,local act file not found,
,113_290,,,,2014,,,,,local act file not found,
,113_291,,,,2014,,,,,local act file not found,
,113_293,,,,2014,,,,,local act file not found,
,113_294,,,,2014,,,,,local act file not found,
,113_295,,,,2014,,,,,local act file not found,
,113_296,,,,2014,,,,,local act file not found,
