act_id,act_base,congress,stat_volume,date_text,year,act_section,stat_page,us_title,us_section,status,source_file
,1792_36,,,,,5,277,,,R.S. Sec 974,1792_36_20250926_180938.html
,1792_36,,,,,5,277,,,R.S. Sec 975,1792_36_20250926_180938.html
,1792_36,,,,,6,278,,,R.S. Sec 857,1792_36_20250926_180938.html
,1792_36,,,,,9,278,,,R.S. Sec 1004,1792_36_20250926_180938.html
,1792_36,,,,,10,278,,,R.S. Sec 799,1792_36_20250926_180938.html
,1792_36,,,,,10,278,,,R.S. Sec 947,1792_36_20250926_180938.html
,1792_36,,,,,11,278,,,R.S. Sec 601,1792_36_20250926_180938.html
,1792_36,,,,,12,279,,,R.S. Sec 679,1792_36_20250926_180938.html
,1792_37,,,,,4,280,,,R.S. Sec 1291,1792_37_20250926_180938.html
,1792_37,,,,,6,280,,,R.S. Sec 249,1792_37_20250926_180938.html
,1792_37,,,,,9,281,,,R.S. Sec 248,1792_37_20250926_180938.html
,1792_37,,,,,12,281,,,R.S. Sec 244,1792_37_20250926_180938.html
,1792_37,,,,,12,281,,,R.S. Sec 1788,1792_37_20250926_180938.html
,1792_37,,,,,12,281,,,R.S. Sec 1789,1792_37_20250926_180938.html
,1792_1,,,,,1,287,,,R.S. Sec 4131,1792_1_20250926_180938.html
,1792_1,,,,,2,288,,,R.S. Sec 4132,1792_1_20250926_180938.html
,1792_1,,,,,2,288,,,R.S. Sec 4133,1792_1_20250926_180938.html
,1792_1,,,,,3,288,,,R.S. Sec 4141,1792_1_20250926_180938.html
,1792_1,,,,,3,288,,,R.S. Sec 4178,1792_1_20250926_180938.html
,1792_1,,,,,4,289,,,R.S. Sec 4142,1792_1_20250926_180938.html
,1792_1,,,,,4,289,,,R.S. Sec 4143,1792_1_20250926_180938.html
,1792_1,,,,,4,289,,,R.S. Sec 4144,1792_1_20250926_180938.html
,1792_1,,,,,6,290,,,R.S. Sec 4148,1792_1_20250926_180938.html
,1792_1,,,,,6,290,,,R.S. Sec 4149,1792_1_20250926_180938.html
,1792_1,,,,,7,290,,,R.S. Sec 4145,1792_1_20250926_180938.html
,1792_1,,,,,7,290,,,R.S. Sec 4146,1792_1_20250926_180938.html
,1792_1,,,,,7,290,,,R.S. Sec 4174,1792_1_20250926_180938.html
,1792_1,,,,,8,290,,,R.S. Sec 4147,1792_1_20250926_180938.html
,1792_1,,,,,9,291,,,R.S. Sec 4155,1792_1_20250926_180938.html
,1792_1,,,,,9,291,,,R.S. Sec 4156,1792_1_20250926_180938.html
,1792_1,,,,,10,292,,,R.S. Sec 4158,1792_1_20250926_180938.html
,1792_1,,,,,11,293,,,R.S. Sec 4143,1792_1_20250926_180938.html
,1792_1,,,,,11,293,,,R.S. Sec 4144,1792_1_20250926_180938.html
,1792_1,,,,,11,293,,,R.S. Sec 4159,1792_1_20250926_180938.html
,1792_1,,,,,11,293,,,R.S. Sec 4160,1792_1_20250926_180938.html
,1792_1,,,,,12,293,,,R.S. Sec 4144,1792_1_20250926_180938.html
,1792_1,,,,,12,293,,,R.S. Sec 4161,1792_1_20250926_180938.html
,1792_1,,,,,12,293,,,R.S. Sec 4162,1792_1_20250926_180938.html
,1792_1,,,,,12,293,,,R.S. Sec 4163,1792_1_20250926_180938.html
,1792_1,,,,,13,294,,,R.S. Sec 4167,1792_1_20250926_180938.html
,1792_1,,,,,13,294,,,R.S. Sec 4168,1792_1_20250926_180938.html
,1792_1,,,,,14,294,,,R.S. Sec 4169,1792_1_20250926_180938.html
,1792_1,,,,,14,294,,,R.S. Sec 4170,1792_1_20250926_180938.html
,1792_1,,,,,15,295,,,R.S. Sec 4171,1792_1_20250926_180938.html
,1792_1,,,,,16,295,,,R.S. Sec 4172,1792_1_20250926_180938.html
,1792_1,,,,,17,295,,,R.S. Sec 4173,1792_1_20250926_180938.html
,1792_1,,,,,18,296,,,R.S. Sec 4175,1792_1_20250926_180938.html
,1792_1,,,,,19,296,,,R.S. Sec 4176,1792_1_20250926_180938.html
,1792_1,,,,,20,296,,,R.S. Sec 4180,1792_1_20250926_180938.html
,1792_1,,,,,21,296,,,R.S. Sec 4181,1792_1_20250926_180938.html
,1792_1,,,,,22,296,,,R.S. Sec 4182,1792_1_20250926_180938.html
,1792_1,,,,,23,297,,,R.S. Sec 4183,1792_1_20250926_180938.html
,1792_1,,,,,24,297,,,R.S. Sec 4184,1792_1_20250926_180938.html
,1792_1,,,,,25,297,,,R.S. Sec 4185,1792_1_20250926_180938.html
,1792_1,,,,,26,298,,,R.S. Sec 4187,1792_1_20250926_180938.html
,1792_1,,,,,26,298,,,R.S. Sec 4188,1792_1_20250926_180938.html
,1792_1,,,,,27,298,,,R.S. Sec 4189,1792_1_20250926_180938.html
,1792_1,,,,,28,298,,,R.S. Sec 4375,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 919,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 923,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 938,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 939,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 940,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 941,1792_1_20250926_180938.html
,1792_1,,,,,29,298,,,R.S. Sec 4305,1792_1_20250926_180938.html
